,index,recommend,content,datetime
77,78,False,개 병신겜 본인이 씹 흑우다하면 무조건 구매하셈 이런 회사는 망해야함 개 병신같은,2022-10-08 06:59:24
78,79,False,"크레딧에 개발진 사진 당당하게 박아놨길래 기대했는데... SuperPower 3는 지난 20년간 이 프랜차이즈를 성공으로 이끈 모든 요소에 현대적인 시각 효과 및 게임 시스템을 가미하여 새롭게 제작되었으며, -> 커마, 그래픽 업그레이드 끝. 신규 플레이어도 게임에 빠르게 적응할 수 있는 개선된 튜토리얼이 도입되었습니다. -> 그런거 없음 전 세계 194개 국가를 중심으로 현실을 그대로 재현한 국제 정치의 현장 -> 그대로 X 실제 사건에 기반하여 제작된 광범위한 전략 및 수십 종의 시나리오 -> 시나리오 14개 실제 데이터를 분석하고 변환하여 구현된 게임플레이 -> 변환하고 구현을 했는진 모르겠지만 게임에서 확인 사실상 불가 현실 세계의 거의 모든 국적, 종교, 대표 복장을 적용하여 생성 가능한 캐릭터 -> 왼쪽 위에 조그맣게 나옴 영향 X 실질적인 끝이 없어 지속적인 리플레이 가능 -> 차라리 끝이라도 있었으면...",2022-10-08 06:26:32
79,80,False,ui 인터페이스 조작감 등등 뭐 플레이어 적대적이네요,2022-10-08 05:57:38
81,82,False,파일조에서 이 게임 다운받는데 필요한 620포인트도 아까운 수준,2022-10-08 05:13:24
82,83,True,"세계를 정복할 준비가 됐습니까? SuperPower 3에서 원하는 모든 요소를 마음대로 조작해 나만의 세상을 만드십시오. 원하는 국가의 수장이 되어 어떤 시대에서든, 심지어 우주에서도 역사를 만들어 나가십시오.",2022-10-08 04:34:59
83,84,False,"UI 병1신, 배속? 없음, 커스터마이징? 쓸모 없음, 전쟁? 병1신임 결론 : 빅토리아 3를 기다려라/전작을 복붙하는게 더 좋다. 시1발",2022-10-08 04:29:57
84,85,False,모든게 엉망 인터페이스며 최적화며 게임설명에 대한 불친절함이며 모든게 절망적입니다.,2022-10-08 04:22:48
85,86,False,환불하러 갑니다,2022-10-08 03:52:21
86,87,False,최적화 안좋음 (프레임 드랍 심함) 게임성 안좋음 그래픽 안좋음 UI/UX 최악임 정치 부분도 개판임 오히려 전작인 슈퍼파워2가 더 좋음 전투 재미없음 핵 쏘는 재미도 없음 결론: 똥겜 75%할인 이상만 구매하세요.,2022-10-08 03:52:10
87,88,False,진짜 이걸 게임이라고 만들었냐? 18년만에 나오는 신작이라 얼마나 기대하고 나오자마자 바로 샀는데 한글 설정부터 시작해서 설정도 불편하고 인터페이스도 직관적이지않고 유닛 오른쪽 클릭으로 이동시키는 기능도없고 지역 점령 기능도없어서 일일이 손으로 클릭해서 점령해줘야하고맘에드는게없네,2022-10-08 03:39:11
88,89,False,난 이 망겜에서 탈출해야겠어,2022-10-08 03:37:54
89,90,False,씹쓰레기게임. 슈퍼파워2 욕보이는게임 20년동안 기다린게 똥똥똥똥3,2022-10-08 03:33:44
90,91,False,한반도에 꽂혀있는 미얀마 국기를 보며 매국심을 느끼게 되었다.,2022-10-08 03:23:08
91,92,False,차라리 슈퍼파워 2에 그래픽만 바꿔서 내도 이거보단 훨씬 나음,2022-10-08 03:04:09
93,94,False,ui 진짜 토나오네ㅋㅋㅋㅋㅋ 퀄리티 ㄹㅇ 개좆박은 개쓰레기겜ㅋㅋㅋ이딴게 3만원이나 하는게 얼척이없다,2022-10-08 02:52:33
94,95,False,돈 졸라 아깝다,2022-10-08 02:44:24
95,96,False,이거 게임 아닙니다. 우리가 기다려 왔던 슈퍼파워2를 계승한 작품은 없습니다. 가독성 떨어지는 UI 배속 없음 전작보다 떨어지는 외교 말 안 듣는 군대 극악의 조작감 그렇게나 광고하던 지도자 캐릭터 에디터 기능 ㅈ도 쓸모 없습니다. 이 상태로는 50% 할인 해도 값어치 못합니다.,2022-10-08 01:49:21
96,97,False,"볼 수있는 통계도 없고 게임이 너무 단조로움. gdp 순위같은거라도 좀 볼 수있어야 재밌지, 이건뭐;;;",2022-10-08 01:37:46
97,98,False,환불하고 토탈워 사러간다 병sin게임,2022-10-08 01:02:02
98,99,False,UI가 너무 개발새발로 만들었다. 진짜 UI만 괜찮았더라면 하였을 텐데 너무 복잡하게 설계되어있네. 물론 버그 나 랙 때문에 안했지만.,2022-10-08 00:46:34
99,100,True,"개발중인 게임을 그냥 출시한 느낌, 슈퍼파워 2보다 직관적이지 않은 인터페이스 부족한 최적화 3D 유닛 부족 전체적으로 실망스러움 ++워낙 대가리가 깨져서 그런지 처음엔 실망스러웠는데 하다보니까 은근 재밌음",2022-10-08 00:45:46
101,102,False,슈퍼파워2를 하는게 나음,2022-10-07 23:49:42
102,103,False,슈퍼파워2를 오랫동안 즐겨왔던 유저로서 또한 네캎관리자로서 게임이 개발되는걸 약 10년넘게 오래오래 기다려왔지만 실제게임은 완성도가 1~2년도 채 안되보일정도로 허접하기 그지없다. 분명 단순한 UI도 플레이해보면 이해안될정도로 시궁창으로 난잡하고 불쾌하기 짝이없고 지도 변경등 조작도 뭘 어떻게 해야하는지 알수없다. 게다가 그래픽에 비해 사양도 많이 드시는걸보니 최적화도 멀리떠난거같다. 한마디로 빛좋은 개살구 같은 게임이다. 이게임사에 이전작인 더길드3를 보고 설마 했지만 전작 처럼 똥겜 이지 않겠지하고 기도했지만 결국 이전작과 비슷한 전철을 밟게 되버렸다. 3을내는걸 싫어하는 회사가 있지만 이회사 만큼은 3을내면 망하는 회사인것은 알게되었다. 박수칠때 떠나란 말이 있다 하지만 이게임사는 박수칠때 똥같은 게임을 싸놔서 추억을 더럽혔고 다신보기싫습니다. 요약 똥겜 5천원보다 비싸게 사면 병신,2022-10-07 23:49:39
103,104,False,슈퍼파워m 잘 했구요 그래서 3는 언제나오나요?,2022-10-07 23:45:22
104,105,False,"10년도 넘은 게임보다 UI, 최적화, 편의성 등등 나아진건 2도 없으며, 딱1 나아진건 게임내에서 전혀 쓰이지도 않는 프로필 커스터마이징뿐이다. 솔직히 이건 한시간 반이나 플레이를 한 나를 더 칭찬해주고 싶을정도다,",2022-10-07 23:34:59
105,106,False,진심 ㅋㅋ 대박 ㅋㅋ 리얼 ㅋㅋ 갓겜 ㅋㅋ 너무 ㅋㅋ 재밌다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2022-10-07 22:34:37
106,107,False,ㅆㅂ 역시 THQ,2022-10-07 21:47:18
107,108,False,환불받으러 갑니다,2022-10-07 21:22:54
108,109,False,한번도 글남긴적없는데요........ 진짜 슈퍼파워2를 제작진들이 해보고 만든건지 의문이드네요... 아니면 dlc개념으로 계속 추가해서 금전적이득을 취하려고 이렇게 초기버젼을 만든건지 몰라도... 심하게 안좋네요 전쟁디테임 수도이전가능/경제적인부분/뭐하나 2보단 더좋아졌다는게 느껴지지않네요... 실망이 매우큽니다.. 이건 진짜 너무하네요...,2022-10-07 20:46:06
109,110,False,스캠 사기급,2022-10-07 20:17:50
110,111,False,ㅈ같은 게임 환불이나 빨리 해줘라 어떻게 18년전 게임보다 못하냐 어?,2022-10-07 20:07:34
111,112,False,욕 나오게 하는 게임. 슈파춥스2가 제일 맛깔나네요,2022-10-07 20:06:45
112,113,False,그냥 할 가치가없다 30분만 해도 뭐가 문젠지 감이온다,2022-10-07 20:01:48
114,115,False,tlqkf 진짜 DLC 팔이 하려고 작정하고 이렇게 낸건가?,2022-10-07 19:51:19
115,116,False,일단 지구만 돌고 있고 진행자체가 안됨.,2022-10-07 19:46:56
116,117,False,문명의시대2가 훨씬 싸고 재밌습니다...,2022-10-07 19:41:35
117,118,False,관심도 주지말고 3만원으로 다른 갓겜 사거나 치킨이나 먹어라,2022-10-07 19:33:23
118,119,False,18년만 더 존버하면 4는 갓겜으로 내주겠지...?,2022-10-07 19:28:30
119,120,False,Terrible,2022-10-07 19:25:03
120,121,False,왜샀지..,2022-10-07 19:22:44
121,122,False,슈퍼같은 소리하지마라,2022-10-07 19:17:31
122,123,False,양산형 모바일 게임을 보는 기분,2022-10-07 19:14:08
123,124,False,"슈퍼파워3 개발을 10년 했던 것으로 알고 있는데 진지하게 중,고등학생들 10명이 게임 개발 공부하면서 10년 쏟아 부어도 이것보다 최소 10000배 이상은 잘 만들듯 사지 마셈 캌 퉷",2022-10-07 18:59:28
124,125,False,"슈퍼파워 시리즈와 20여년만의 재회는 최악이었다. 게임의 기본이라고 할 수 있는 튜토리얼은 존재하지 않는다. 기본 화면의 UI는 나름 깔끔해 보이지만, 막상 각각의 탭으로 들어가면 쉽게 이해하기 어려울 정도로 번잡스럽다. 그나마 슈퍼파워2에서 개선되었다고 할 수 있을만한 전투조차도 이도저도 아닌 수준이다. 차라리 슈퍼파워2의 한방꽝 수준의 전투가 낫다고 생각될 정도. 최근 같은 개발사의 게임인 더길드3에서도 전작보다 퇴보한 게임성에 큰 실망감을 맛보았는데 이 게임도 마찬가지였다. 더길드2와 슈퍼파워2의 후속작은 없다고 생각하고 그냥 추억속에 묻어둘 생각이다. 앞으로 다시는 골렘랩스의 게임을 구매할 일은 없을 듯 싶다.",2022-10-07 18:59:18
125,126,False,한반도만 통일하고 런,2022-10-07 18:56:09
126,127,False,"쓰레기같은 조작, 한눈에 들어오지 않는 인터페이스",2022-10-07 18:54:04
127,128,False,"굉장히 직관적이지 못하고 슈퍼파워2때보다 떨어진 게임 특히 전쟁부분에서 2때보다 떨어짐 그냥 덜 만든 게임 알파버전을 급하게 낸듯한 느낌임 그냥 ""하지마세요""",2022-10-07 18:47:16
128,129,False,일단 구매를 쳐 하고 1시간동안 무한 로딩이라 플레이는 못해봤는데 그냥 호이를 하는게 나을듯ㄹㅇ 에라이 싯펋 환불하러간다,2022-10-07 18:47:03
129,130,False,내가 산 게 슈퍼파워3가 맞지? 에이 아니겠지.... 슈퍼파워3가 얼른 나왔으면 좋겠다,2022-10-07 18:44:07
130,131,False,전작보다 조잡한 게임,2022-10-07 18:43:47
131,132,False,이 게임은 끝났습니다!! 당장 환불 하세요 2시간 넘기지 마세요 절대로 구매 해선 안됩니다.,2022-10-07 18:39:41
133,134,False,하....내20년... 기대감이 너무컸나 한시간하고 바로 환불때렸다,2022-10-07 18:37:55
134,135,False,"설마했는데 진짜 역대급 망작임 지구돌리다보면 갑자기 메인화면으로 이동되서 아무것도 못하는 버그부터 UI, 그래픽, 최적화 뭐 하나 할 거 없이 진짜 개좆망의 정수를 담은 게임임. 어떻게 출시를 결심한건지 이해가 불가능함 대학생이 조별과제로 대충 만든 듯함 실망의 수준이 아니라, 처참해서 말이 안나옴 사펑같은 느낌의 실망이 아님 그냥 만든게 엄청난 수준으로 성의가 없어서 충격일 정도",2022-10-07 18:35:23
135,136,False,게임을 시작하면 뭘 눌러야 하는지 모르겠음. 조절 가능한 것이 어떤 것인지... 그 흔한 하이라이트도 없다는 점. UI만 보면 아마도 모바일도 염두한 것으로 보이긴 함. 꾹 참고 선제타격을 해봤으나 유닛은 움직이다 말다가 버벅이다 말다가... 2시간 넘지 않게 시간 체크 잘 하시길...,2022-10-07 18:35:12
136,137,False,이런 게임 좋아하고 환불 잘 안하는데 이건 환불 해야겠음 리뷰도 아예 안쓰는데 화나서 씀,2022-10-07 18:34:16
137,138,False,아니... 대체... 무슨일이야... 내가 18년 동안 손꼽아 기다리고 작년 발표했을때부터 하루에 한번씩 출시일이 언제인가 찾아보던 그 기대작은 대체 어디에 있는가? 우리가 많은 것을 바랬나? 그냥 슈퍼파워2에서 약간만 개선하고 버그만 잡아도 만족할 수 있었다고... 이게 대체 뭐야? 결혼해서 아이를 갖고 낳아 18년 동안 애지중지 기껏 길러놨더니 일베충으로 장성한 자식새끼 보는 것만큼 통탄스럽고 비참한 기분이다. 내가 스팀에서 수십개의 게임을 구매했지만 이딴식으로 리뷰는 처음으로 적는다. 제작자 여러분들? 슈퍼파워2 한번이라도 플레이 해본적은 있냐? 이 10새끼들아...엄마 없어?,2022-10-07 18:34:08
138,139,False,1. 조작법을 상세하게 안알려주었다. 2. 22년 게임인데도 불구하고 영상에서 보이는 것처럼 되지 않아서 컬리티마져 아쉬움 슈퍼파워2 보다 더 떨어지는 것이다. 3. 슈퍼파워2는 게임의 속도를 올릴 수 있는 반면 슈퍼파워3는 게임속도를 올리는 방법이 없다. 4. 튜토리얼로 인하여 사람들이 더 개연성있게 더 다가오게 했었어야 한다. 5. 3D라고 불구하고 슈퍼파워2와 비교되는 것이 많다. 1) 전쟁화면에서의 슈파퍼워2보다 이미지가 간력화가 되었다. 2) 어떤 미사일을 날리건 최적화를 하여도 바로 렉 걸리는 현상을 볼 수 있다. 3) 잠깐의 로딩화면에서 인터넷에서 참고하고자 하여 화면을 내리고 다시 슈퍼파워 3를 열었을 경우 게임 플레이를 하고 있던 게임상에서 싱글인데도 불구하고 팅겨져있다.,2022-10-07 18:33:11
139,140,False,패러독스 dlc 하나 더 사주는게 이거 사는 것보다 게임계에 이바지하는 것,2022-10-07 18:32:58
140,141,False,첫번째 시나리오 북한으로 시작했다가 마지막에 남한으로 핵날리고 환불함 게임 노잼 핵맞은 게임이니까 하지마셈,2022-10-07 18:32:50
141,142,False,하는방법을 모르곗습니다.... 그렇습네다....,2022-10-07 18:32:47
142,143,False,슈퍼파워3 기대했지만 이런 게임이 나올줄은 상상도 못함... 특히 인터페이스 퇴보한게 너무 안타깝습니다. 차라리 슈퍼파워2 리마스터를 출시했으면 그게 더 재밌을듯,2022-10-07 18:31:06
143,144,False,기대가 컸던만큼 실망도큰법 슈파2가 훨씬 나음 군대 커스텀도 없고...정치개판 에휴...,2022-10-07 18:30:48
144,145,False,최악 18년전보다 퇴보함 개발자들은 좆잡고 반성하길,2022-10-07 18:30:38
145,146,True,10% 할인 이벤트하고 가격도 뭔가 낮길래 혹시나 했더니 야 이놈들아! 그냥 등떠밀려서 출시하고 런칠려는거 대놓고 각잡은거 아니냐ㅠㅠ 이런식으로 통수를 치다니! 일단 그래도 1년 정도는 묵혀두면서 개선시키는거 보고 판단해줄께 그때도 개판이면 진심 하..... 마음으로 구매해서 추천합니다.,2022-10-07 18:26:15
146,147,False,Shit of the year. This shit killed SP franchise. You can buy this to waste your money,2022-10-07 18:23:57
147,148,False,일단 버벅임. 슈퍼파워2 처럼 인플레이션 잡기위해 금리고 올리고 이런 기능이 빠진것 같음. 있어도 못찾을정도로 UI 난잡함. 외교 문화 군사 다 튜토리얼 없어서 뭐가 뭔지 모르겠음 그냥 별로임.,2022-10-07 18:23:41
148,149,False,이거 고민하는 사람들. 사지마. 제발 사지마.,2022-10-07 18:22:59
149,150,False,혹시 개발자 분들의 어머님들이 줄초상이 났나요? 그러한 슬픈을들을 겪어야 나올 수 있는 게임 수준,2022-10-07 18:22:45
150,151,False,이딴게 게임???,2022-10-07 18:21:44
151,152,False,내 추억을 씹강간한 개발사 GolemLabs의 직원 한 사람도 빠짐없이 독약을 쳐먹든 입에 총을 물든 고층 건물 옥상에서 뛰어내리든 자살로 개좆같은 인생을 끝내버리세요. P.S. 개발사 GolemLabs 이 새끼들은 게임을 쳐만들면 안 된다.,2022-10-07 18:21:39
152,153,False,"사지마세요 슈퍼파워2를 하던 추억으로 이게임을 사신다면 차라리 국뽕TV를 보는게 낫습니다 최적화는 밥 말아먹었고 항공모함은 땅을 가르고 다니며 탱크는 바다 위를 다닙니다 이런 게임을 3만원이 아니라 3천원에 팔아도 살까말까한 수준입니다 전략시뮬레이션이 어려운 장르이지만 튜토리얼도 없고 전작에 있던 배속도 없으며 오히려 퇴보했습니다 전작이 2002년에 나왔고 이게 2022에 나왔으니 20년간 이 회사의 개발력은 퇴보한거 같습니다 패치로 나아질 수도 있지만 이 새벽까지 기다렸다가 산 저의 뒤통수를 크게 후려갈겨 주네요 Don't buy it. If you buy this game as a memory of playing Super Power 2, it's better to watch Gukppong TV The optimization is rice, the aircraft carrier cuts through the ground, and the tanks travel over the sea It's not 30 dollars, but it's hard to buy even if you sell it for 3 dollars It's a genre that's hard to simulate strategies, but there's no tutorial, there's no speed in the previous work, and it's actually degraded The previous one came out in 2002 and this one came out in 2022, so I think this company's development has deteriorated for 20 years It might get better with the patch, but it's a big blow to the back of my head after waiting until dawn",2022-10-07 18:18:48
153,154,False,18년을 퇴보한게임...차라리 슈퍼파워2가 훨씬 재밌음 쓸모도없는 지도자 커스터마이징에만 신경쓰고 게임은 1도 신경안씀 자신들이 만드는 겜이 뭔지도 모르는듯... 인게임에 영향을 좆도 없지만 사펑보다 디테일한 지도자 꾸미기가 가능합니다ㅋㅋㅋㅋㅋㅋㅋ,2022-10-07 18:14:14
154,155,False,이게 맞냐;; 인터페이스 개 그지갖네 시발 내가 스팀 평가에 욕을 이지랄로 쓴건 처음이다. 존나 기대했는데 시발 이게 게임이냐 내가 시발 이 게임 5년 기달린 내가 병신이다. 아침부터 존나 대기탔더만 시발,2022-10-07 18:13:10
155,156,False,답없다 도망쳐라,2022-10-07 18:11:01
156,157,False,UI가 너무 난잡함. 차라리 클래식하게 텍스트 많이 쓰는 게 가독성이 좋았을 거 같은데 괜히 최신게임처럼 보이려고 인포그래픽 넣고 세련된 척 하다가 오히려 어설프고 인디게임 티 나는 싼마이 UI가 된 것 같음. 최적화 상당히 좋지 않습니다. 크래시도 잦은 것 같구요. 기대만큼 우려도 있었는데 게임 본격적으로 해보기도 전부터 좀 실망스럽네요. 막 오픈한 얼리액세스 게임 같습니다.. 일단 핫픽스가 좀 필요해 보입니다.,2022-10-07 18:10:58
157,158,False,발가락으로 만듬? 이건 양자 컴퓨터 갖고와도 버벅거릴듯 기본중 기본인 배속도 없고 UI도 거지같은데다가 캐릭터 커스터마이징하면 뭐해 ㅅㅂ 인게임에서 볼일도 없는데 차라리 18년전 전작인 슈퍼파워2가 더 재미있음,2022-10-07 18:08:28
158,159,False,야겜 중간에 껴있는 미니게임 보다도 못한 수준,2022-10-07 18:07:58
159,160,False,와 슈퍼파워2보다 퇴보됨...,2022-10-07 18:07:46
160,161,False,좆병신 게임 ㅅㅂ 게임을 쳐 낼거면 완성도 확인하고 쳐내라 ㅅㅂ새기들아 전투나 유닛 구경도 확대해서 보려니까 휠 확대 한계치 때문에 자세히 보는것도 안되고 그리고 ㅅㅂ 외교나 경제는 뭔 ㅅㅂ 튜토리얼이나 설명같은게 있어야 할거아니야 애미 쳐뒤진새기들아 안해 시발,2022-10-07 18:06:05
161,162,False,UI가 너무 불친절 하다,2022-10-07 18:05:16
162,163,False,하지 마세요. 10년만에 만난 짝사랑했던 여자를 홍등가에서 만난 것과 같은 게임입니다. 슈퍼파워 시리즈는 추억 속으로 넣어놓으세요. 사회과부도를 보며 흥분하던 어린아이는 이제 더이상 없습니다.,2022-10-07 18:01:24
163,164,False,걍 만원으로 전작인 슈퍼파워 2를 구매하시는걸 추천드립니다.,2022-10-07 18:01:13
164,165,False,"아직 버그가 많고 부족한 점이 매우 많이보이는 게임입니다. 보통 가장 처음으로 접하게 될 버그가 해상도 버그일텐데.. 옵션 - 설정에서 해상도 변경이 안될겁니다. 이건 우선.. 창모드로 바꾸면 해상도 변경란이 활성화 됩니다. 그 이후 해상도를 설정하고, 다시 전체화면으로 바꾸면 됩니다. 덤으로 제가 3080ti를 사용중인데 그래픽카드 팬이 미친듯이 돌아갑니다. 그래픽카드를 얼마나 갈구는 것인지... 다른 고사양 게임을 돌릴때도 이렇게 미친듯이 팬은 안돌아갔었습니다. 더군다나 최적화도 안되있는 듯 프레임도 제대로 안나오네요. 좀 끊김현상이 발생합니다. 창모드로만 해상도 조정이 가능한 똥겜. 거기다 튜토리얼 따위 역시 없습니다. 기존 슈퍼파워2 즐기셨던 분들이라면 어느정도 즐기실 수 있겠지만 처음하시는 분들은 진입장벽이 좀 있으실 겁니다. 게임속도 조절? 그런거 없습니다. UI는 한글화 되어있으며 번역 퀄리티는 훌륭하다고는 못하지만, 그럭저럭 괜찮은 느낌입니다. 아직은 버그도 많고 여러모로 부족한 게임입니다. 현재 출시 특가로 10% 세일하는데, 찍먹한 제 느낌으로선 좀... 버그 수정 좀 이루어지고 나면 그때 가서야 할만한 게임이 될 것 같습니다. 한줄 요약 : 현재로선 전작인 슈퍼파워2보다 못한 게임.",2022-10-07 18:00:43
165,166,False,슈퍼파워2는 게임이지만 이건 아닙니다,2022-10-07 17:59:25
166,167,False,"전작과는 비교도 안될 정도의 졸작이다. 발적화와 뭐가 뭔지 전혀 모르겠는 UI, 게다가 튜토리얼은 어디에 있는지 안보인다. 쓸데없이 디테일한 커마에 낭비할 인력을 차라리 게임 자체 본질에 더 투자했다면 어땠을까 한다. 솔직히 이 게임 기다리느라 밤 샌 시간이 아깝고 다른 사람들도 슈퍼파워2를 생각하고 사려 한다면 사지 않는 것을 추천한다. 병----신겜 >> + 인게임 트레일러 정보 공유도 제대로 안해주고 직접 해봐라는 식의 게임사 태도... 괘씸하다",2022-10-07 17:59:16
167,168,False,"나오자마자 바로 샀는데, 차라리 슈퍼파워 2가 나아보임. 전작을 했던 입장에서 보면 UI부터 뭐가 뭔지 하나도 눈에 안 들어올뿐더러 시점 움직이는 기본적인 액션조차 매우 불편함 . 앞으로 많은 개선이 있지 않으면 선뜻 추천하기 힘들 듯",2022-10-07 17:57:37
169,170,False,모바일게임보다 디테일 떨어지고 그래픽만 괜찮아 보이는 설사겜ㅋ,2022-10-07 17:55:38
170,171,False,태블릿용 게임과 같은 UI 전작에 비해 너무 퇴보했다.. 무엇인가 보기 깔끔하게 만들어 놓은 것 같은데 ..... 모르겠다. 아직한참 다듬어야 할것 같고 애매하다. 가격이 쌌을때 부터 예상 했어야 하는데 저는 환불하러 갑니다.,2022-10-07 17:54:25
171,172,False,해 보면 압니다!,2022-10-07 17:53:12
172,173,False,"고작 30분 플레이했음에도 알 수 있습니다. 이 게임은 쓰레기 게임입니다. UI는 미니멀리즘을 적용하려 애쓴 흔적이 보이나 직관성이 매우 떨어지고 일관성도 없어 사용자를 피로케 합니다. 전투는 슈퍼파워2보다 퇴보했으며 튜토리얼 같은 것도 없고, 배속 기능도 없습니다. 슈퍼파워의 메인 컨텐츠인 핵전쟁도 그래픽이 매우 조잡합니다. 절대 하지 마세요. 비추천. 가만 보면 10월 말에 빅토리아3가 나오니까, 그것보다 늦게 발매하면 판매량 뚝뚝 떨어질까봐 일찍 발매한 건 아닐까 하는 의심까지 듭니다. 우리 그냥 빅토리아 3 하러 가요.",2022-10-07 17:52:59
173,174,False,10년을 기다렸지만 나온건 그저 데이터덩어리였다네,2022-10-07 17:52:52
174,175,False,제가 찾던 슈퍼파워 어디 있나요..?,2022-10-07 17:51:09
175,176,False,"게임 속도 못올려? 내가 볼때는 ""니들이 완성해~""급인데 유저가 모드 만들어주길 원하는거야?",2022-10-07 17:47:29
176,177,False,"초딩 시절, ""저작권"" 인식도 제대로 안 박혀있던 그 당시 참 재밌게 했었죠. 그랬던 초딩이 어느새 계란 한판에 가까운 나이가 됐지만 슈퍼파워 3가 나온다는 소식에 한편으로 반가웠으나... 하지만, 추억은 추억으로 남겨야 한다는 말이 떠오릅니다. 이게 2022년도의 게임이 맞나 싶은 구린 UI, 정보를 읽고 해석해야 하는 게임에서 정신 나갈 듯한 정도로 떨어지는 몰입감. 불친절한 게임 진행까지... 추억을 사고 싶다면 그냥 2편을 다시 하세요.",2022-10-07 17:46:54
177,178,False,"차라리 2 리마스터하는게 더 나았을듯 게임 자체의 완성도는 모르겠는데, 정부예산 슬라이더 조절하고, 세금 조절하려고 버튼 누르다보면 그냥 느낌이 팍 옴",2022-10-07 17:44:59
178,179,False,이딴게 게임?,2022-10-07 17:40:06
180,181,False,골렘렙스를 믿은 내가 병신이다,2022-10-07 17:39:19
181,182,False,환불 처리가 빨라요!,2022-10-07 17:36:15
182,183,False,정말 실망했음,2022-10-07 17:28:31
